Seguidores_autor,Tweets_autor,Texto,Fecha,Retweets,Respuestas,Likes,Cant_citas,Fuente,Hora,Mes,Long_Texto
2071,43373,"Ya lo se eso, pero literalmente fue la vacuna las que le dió covid, y no lo ví en una sola persona...",2021-04-22,0,1,0,0,Twitter for Android, 13hs,Abril,101
1,719,"Sr Figueras de Laboratorios Richmond.Muy sonriente por su emprendimiento sobre vacuna COVID y loable.Cuando comience la producción en serie,CUIDADO ,Alguién dirá,al mejor estilo CHÁVEZ,,  EXPROPIECE..",2021-04-22,0,0,0,0,Twitter for Android, 10hs,Abril,200
3168,218796,"NINGUN MEDIO VA A DIFUNDIR Q GRACIAS A LA GESTIÒN DEL EXPRESIDENTE M MACRI CON MAXIMA LA REINA EL PAÌS RECIBIRÀ 864MIL DOSIS DE LA VACUNA CONTRA EL COVID?,ESTO LO LOGRÒ  MAURICIO PERIOSOBRES HDP",2021-04-22,0,0,0,0,Twitter for Android, 05hs,Abril,194
3168,218796,"_RomaX NINGUN MEDIO VA A DIFUNDIR Q GRACIAS A LA GESTIÒN DEL EXPRESIDENTE MM EL PAÌS RECIBIRÀ 864MIL DOSIS DE LA VACUNA CONTRA EL COVID?,ESTO LO LOGRÒ  MAURICIO PERIOSOBRES HDP",2021-04-22,1,0,2,0,Twitter for Android, 05hs,Abril,176
3168,218796,"NINGUN MEDIO VA A DIFUNDIR Q GRACIAS A LA GESTIÒN DEL EXPRESIDENTE M MACRI CON MAXIMA EL PAÌS RECIBIRÀ 864MIL DOSIS DE LA VACUNA CONTRA EL COVID?,ESTO LO LOGRÒ  MAURICIO PERIOSOBRES HDP",2021-04-22,5,1,8,0,Twitter for Android, 05hs,Abril,185
3168,218796,"NINGUN MEDIO VA A DIFUNDIR Q GRACIAS A LA GESTIÒN DEL EXPRESIDENTE MM EL PAÌS RECIBIRÀ 864MIL DOSIS DE LA VACUNA CONTRA EL COVID?,ESTO LO LOGRÒ  MAURICIO PERIOSOBRES HDP",2021-04-22,1,0,1,0,Twitter for Android, 05hs,Abril,169
3052,45230,los discapacitados de riesgo necesitamos la vacuna urgente!!!,2021-04-22,8,0,8,0,Twitter for Android, 00hs,Abril,61
1104,45330,Literalmente tengo mas sintomas por la vacuna que cuando tuve covid😳,2021-04-21,0,0,0,0,Twitter for iPhone, 23hs,Abril,68
295,2485,Estuvimos en la Mzn 31 del barrioricciardelli empadronando a adultxs para que reciban la Vacuna del Covid Fue muy gratificante ver la alegría de la gente. Seguimos trabajando junto a  por el país y por una ciudad que se merece mucho mas de lo que tiene7,2021-04-21,0,0,1,0,Twitter for Android, 23hs,Abril,253
506,34575,"Hoy me puse la vacuna 💉 de la Gripe temporada 2021, porque a diferencia de lo que este gobierno nos quiere hacer creer, la gente no se enferma solo de COVID. Cuídense y vacúnense, aunque sea con la de la gripe, que las 10 millones de dosis de Sputnik vienen en febrero. Del 2023.",2021-04-21,0,0,1,0,Twitter for iPhone, 22hs,Abril,279
98,1028,HOY LLEGARON A RIVADAVIA 300 DOSIS MÁS DE LA VACUNA CONTRA EL COVID💪 Sigue avanzando la campaña de vacunación en el distrito☀️ Ya estamos muy cerca de inmunizar a la totalidad de los mayores de 60 años inscriptosVacunatePBA,2021-04-21,4,1,5,0,Twitter for Android, 22hs,Abril,223
12489,198247,EL Origen de la Vacuna Argentina contra el Covid:El Gobierno del Presidente KIRCHNER CREA EL MINISTERIO DE CIENCIA Y TECNOLOGIA.LA PRESIDENTA CRISTINA KIRCHNER  INAGURA EL LABORATORIO RICHMOND EL 1 DE AGOSTO DEL 2011 CON FUERTE SUBVENCION ESTATALEL PRESIDENTE ALBERTO FERNANDEZ,2021-04-21,2,1,2,0,Twitter for Android, 22hs,Abril,277
398,893,"Argentina 🇦🇷 es el único país de la región en fabricar vacuna contra el COVID-19 😷.La industria farmacéutica nacional a través de laboratorios Richmond a la vanguardia, en plena pandemia y con el mundo entero esperando por vacunas.orgullonacionalSigamosCuidándonos",2021-04-21,1,0,0,0,Twitter for Android, 22hs,Abril,264
26,2492,"Tenía turno en river para la vacuna del covid 19   como personal de saldud y no me vacunaron por que me lo anularon ayer por empezar con los de 65  que hacen ,son todos inservibles",2021-04-21,0,0,0,0,Twitter for Android, 19hs,Abril,180
324,1260,"LLEGARON 600 DOSIS DE VACUNA CONTRA EL COVID 💉Esta semana continuamos con la vacunación a los grupos de riesgo contra el covid (docentes y mayores de 60) Nuestro equipo de salud continúa trabajando incansablemente, dándole batalla a esta pandemiaVacunacionCovid",2021-04-21,2,0,8,2,Twitter for iPhone, 19hs,Abril,261
63,37,Llegaron 400 dosis de la vacuna AstraZeneca a la Posta sanitaria de Ascension (caritas).Sigue avanzando la campaña de vacunación contra Covid-19. 💉❤️🇦🇷VacunaCOVID19 RegionsanitariaIII gralarenales,2021-04-21,1,0,4,0,Twitter for Android, 18hs,Abril,196
2067,81348,Covid-19: escándalo EN BRASIL tras el video de una enfermera que afirma usar hasta 10 veces la misma aguja mientras vacuna a un ancianoAhí te lo arreglé Clarin.,2021-04-21,0,0,5,0,Twitter for Android, 17hs,Abril,160
585,32803,"Pero gente, acá ya se fabrica una vacuna contra el covid. Hace seis meses! Millones de dosis. Ninguna para Argentina.Qué les hace pensar que con la Sputnik no pase lo mismo?",2021-04-21,0,0,0,0,Twitter for Android, 15hs,Abril,173
34,2448,"De manera ordenada los militantes de diversas agrupaciones politicas pueden entregar en este lugar barbijos poner alcohol en las manos de Vecinos , inscribir para la vacuna contra el Covid-19 , entregar folletos informativos , armar gazebos sanitarios.",2021-04-21,1,0,1,0,Twitter for Android, 15hs,Abril,252
2829,6184,"VACUNACIÓN COVID-19Nilda vive en B Itatí y recibió la 1° dosis de la vacuna a pocas cuadras de su casa Actualmente se están inoculando a adultos entre 60 y 70 añosRecordamos que los principales cuidados son el uso de barbijo, distanciamiento y ventilar ambientesArribaCuidar",2021-04-21,3,1,11,0,Twitter for Android, 14hs,Abril,274
3236,7011,"Las vacunas contra el Covid-19 debe ser un bien público y de libre acceso para todos 💉Deben ser un bien universal y distribuido equitativamente, pero la inmensa mayoría de esas vacunas son acaparadas por quienes tienen más poder.",2021-04-21,1,0,0,1,Twitter for Android, 14hs,Abril,229
2775,106592,La publinota de la vacuna de Richmond...Lo único interesante es que los rusos no le dan bola al CoVID..El resto es humo...LanataSinFiltro,2021-04-21,2,1,7,0,Twitter for Android, 13hs,Abril,137
125,1800,"Podrías estar festejando que somos el primer productor regional de la mejor vacuna del mundo contra el Covid. Pero no.Una vez más: qué triste ser vos, Fernando.",2021-04-21,0,0,2,0,Twitter for Android, 12hs,Abril,160
1128,460,ES POR AMOR Hoy confirmamos que en Argentina se va producir la vacuna Sputnik V. Una alianza entre un laboratorio local privado y el fondo soberano de inversión rusa. Son escasos los países en el mundo con la posibilidad de fabricar una vacuna contra la Covid 19;,2021-04-21,2,1,16,2,Twitter for Android, 12hs,Abril,263
890,150052,Gracias a dios    ya me dieron la primera dosis de la vacuna  del covid,2021-04-21,0,4,7,0,Twitter for Android, 11hs,Abril,71
10,116,hola bella!!!!  Buena jornada!!!! Me acaba de llegar el  turno para la vacuna del covid!!!!!!!!!!!!,2021-04-21,0,0,1,0,Twitter for Android, 08hs,Abril,99
102,1141,"Con Cristina fabricamos satélites y ahora con Alberto y “Cristina” la vacuna contra el Covid V, es serio esto!!!!!!! Mientras otros se dedican a estafar al correo Argentino, fraudes con parques Eólicos, fraude con Peajes de autopistas, fraude con cuentas en el exterior,",2021-04-21,0,1,1,0,Twitter for iPad, 04hs,Abril,270
262,33924,¡Al fin! Chayanne recibió vacuna contra el Covid-19,2021-04-21,0,0,0,0,Twitter for Android, 03hs,Abril,51
26,1406,una consulta  dr... En enero tuve covid... Puedo colocarme la vacuna antigripal ahora?,2021-04-21,0,0,0,0,Twitter for Android, 02hs,Abril,86
389,23291,vengo zafando de síntomas de covid pero me puse la vacuna antigripal y aaaaah pero macri febricula,2021-04-21,0,0,1,0,Twitter for iPhone, 01hs,Abril,98
30849,322616,"Señora,cuídese mucho .Contra el Covid-19 el gobierno peronista le va a traer la vacuna.Para el odio y el auto engaño no hay cura...Saludos",2021-04-21,2,0,13,0,Twitter for Android, 01hs,Abril,138
111,3317,"Estoy Super Contento 😀😀😀🥳🥳🥳 Ya Que Hoy Me Entere De La Noticia De Que La Vacuna Rusa 🇷🇺 Contra La Covid 19 : Sputnik V , Sera Fabricada A Partir Del Mes De Junio  En Nuestra Querida Republica Argentina 🇦🇷 Por Los Laboratorios Richmond .",2021-04-21,0,0,1,0,Twitter for Android, 01hs,Abril,236
1233,178880,"_lennon .   Una foto para la historia, la Vacuna SputnikVIDA Un Elixir de Amor, Gracias a todos quienes participaron para lograrlo, los Gorilas se salvarán del COVID y se curarán del Odio que sufren permanentemente",2021-04-21,6,0,4,0,Twitter for Android, 00hs,Abril,214
873,2481,Orgullo Argentino ! Orgullo Nacional .. ARGENTINA el primer País de Latinoamérica en fabricar la Vacuna (Sputnik- V) más Eficaz contra el Covid-19 🇦🇷🙏🇦🇷,2021-04-21,0,0,0,0,Twitter for Android, 00hs,Abril,152
262,33924,Chayanne recibe vacuna contra covid-19 en,2021-04-20,0,0,0,0,Twitter for Android, 23hs,Abril,41
447,12528,Compartimos está información para nuestros afiliadxs que nos parece importante Respecto a los plazos de vacunación de la Antigripal y la Vacuna contra el Covid-19.  _  28898432,2021-04-20,0,0,0,0,Twitter for Android, 22hs,Abril,176
497,1643,"🇦🇷💉 ORGULLO NACIONAL 💉🇦🇷La República Argentina se convirtió en el 1er país de América Latina que producirá la vacuna Sputnik V contra el COVID.El laboratorio local Ritchmond fue inaugurado hace 10 años por . Hoy, será la sede en producir la vacuna.",2021-04-20,0,0,2,1,Twitter for Android, 22hs,Abril,248
190,1791,No me van a poner la vacuna por que ya tuve covid.,2021-04-20,0,0,3,0,Twitter for Android, 21hs,Abril,50
381,2927,"Hoy temprano nos desayunamos que según estudios científicos la vacuna Sputnik V tiene efectividad de 97.6% contra el Covid-19, y un par de horas más tarde Argentina se convierte en el primer país de Latinoamérica en producir la vacuna Sputnik V.",2021-04-20,0,0,1,0,Twitter for iPhone, 19hs,Abril,245
161,369,"Como argentino me llena de orgullo que estos momentos tan difíciles, argentina se convierta en el primer país latinoamericano en producir la vacuna Sputnik V contra el Covid-19, la cual cuenta con una efectividad del 97,6%VacunaCOVID19 ArgentinaUnida SputnikV",2021-04-20,2,1,5,1,Twitter for iPhone, 19hs,Abril,259
103,10439,"caceroleamelachotaEn rojo los países donde vive gente que no se alegra por la producción nacional de una vacuna contra el covid que tiene 97,6% de eficacia en Ciudad Autónoma de Buenos Aires",2021-04-20,0,0,1,0,Instagram, 19hs,Abril,190
541,16451,estoy tan feliz x lo de la vacuna Sputnik V!!!! quiero abrazarlos a todos y todas (se enfermaba de covid),2021-04-20,0,0,2,0,Twitter for iPhone, 17hs,Abril,105
755,4231,"Argentina, primer país latinoamericano en producir la vacuna más eficaz e importante del mundo contra el covid-19.Gorilas saben quien construyó ese laboratorio???",2021-04-20,0,0,2,0,Twitter for Android, 17hs,Abril,162
2304,2541,Importante ⚠️ || Comenzó el empadronamiento de personas +65 para la aplicación de la primera dosis de la vacuna contra el COVID 👇🏻,2021-04-20,1,1,15,0,Twitter for iPhone, 17hs,Abril,130
3929,268066,SPUTNIK  V la mejor vacuna mundialmente probada contra el Covid'19..será próximamente fabricada en Argentina..!! Viva la Patria..!! Y Gracias Comunidad CIENTÍFICA..!!❤🤗✌✌🇦🇷,2021-04-20,0,0,0,0,Twitter for Android, 17hs,Abril,172
1947,7371,¡Excelente noticia! Argentina es el primer país de Latinoamérica que fabricará la vacuna Sputnik V contra el covid-19.Orgullo y esperanza 🇦🇷,2021-04-20,3,0,27,1,Twitter for iPhone, 16hs,Abril,140
2284,46556,La vacuna contra el COVID más eficaz del mundo hoy por hoy? INDUSTRIA ARGENTINA. 🇦🇷♥️,2021-04-20,0,0,7,0,Twitter for iPhone, 16hs,Abril,85
90,980,"Plan de Vacunación COVID-19 en CABAPara mayores de 65 años. +info y formulario en   Si tuviste COVID19 tenés que esperar 3 meses para vacunarte. No te apliques la vacuna antigripal, o cualquier otra vacuna 15 días antes o hasta 15 días después.",2021-04-20,1,0,0,0,Twitter for iPhone, 15hs,Abril,244
187,639,Acabo de llegar a monte maíz y me dan la mejor noticia.. Mi mamá se vacuna contra el covid 😍,2021-04-20,0,1,13,0,Twitter for Android, 15hs,Abril,92
223,108,Ahora en la Jornada de acceso y promoción de derechos para facilitar los trámites de ✓Anses ✓Boleto Educativo Gratuito ✓Inscripcion Vacuna Covid-19 ✓Becas Progresar En esta pandemia estamos para ayudarnos entre todxs! 💪🏾💜,2021-04-20,3,1,14,4,Twitter for Android, 15hs,Abril,221
35,6314,"Para sacar turno para vacuna covid en CABA, desde el sitio de la ciudad se remite a los socios del Italiano a su portal. Pero no aparece la opción.No lo veo o no está disponible?Gracias",2021-04-20,0,1,0,0,Twitter for Android, 15hs,Abril,185
84,12794,"hola , que tal , el otro día publicitaron la Campaña Antigripal  , hay que aclarar algo muy importante : ""sólo serán vacunadas las personas que tengan por lo menos 1 dosis de la vacuna contra el Covid 19 "" .",2021-04-20,0,0,0,0,Twitter for Android, 15hs,Abril,207
685,73136,En este comprobante OSDE le esta facturando a su afiliado una vacuna contra el Covid que el estado nacional le entrego a CABA gratuitamente? 😳😳😳😳😳😳  RT RT RT RT RT RT RT,2021-04-20,0,0,0,1,Twitter for Android, 14hs,Abril,169
42,63,"Plan de Vacunación COVID-19 para adultos mayores de 65 añosSi vos o un familiar son mayores de 65 años, pueden empadronarse para recibir un turno para la aplicación de la primera dosis de la vacuna contra el COVID-19.",2021-04-20,1,0,2,0,Twitter for Android, 14hs,Abril,217
717,1217,¡Avanza el Plan de Vacunación contra el COVID-19! Los mayores de 65 años ya se pueden empadronar para recibir la primera dosis de la vacuna haciendo clic en  También puede hacerlo en su nombre un familiar o conocido.,2021-04-20,1,0,0,0,Twitter for Android, 13hs,Abril,216
1515,10028,Información importante para las personas mayores de 65 años o quienes tienen un familiar de esa edad 👉 Empezó el empadronamiento para la aplicación de la primera dosis de la vacuna contra el COVID-19.Entrando en  está todo lo que tienen que saber.,2021-04-20,1,0,3,0,Twitter for Android, 13hs,Abril,247
509,22487,Comenzó el empadronamiento de la vacuna Covit19 para las personas de 69 A 65 años.,2021-04-20,0,0,0,0,Twitter for Android, 12hs,Abril,82
2025,5999,"¡Buenas noticias! 😊A partir de hoy, todas las personas mayores de 65 años pueden empadronarse para la aplicación de la vacuna contra el COVID-19 💉Inscribite en el siguiente link:",2021-04-20,5,0,7,0,Twitter for Android, 12hs,Abril,178
409,12097,"Mi vieja se Dio la Vacuna contra el Covid hace 3 semanas, mi viejo tiene Turno dentro de 4 dias, como verga no qeres q este contento y vea un poco de luz en esta Pandemia del orto",2021-04-20,0,0,2,0,Twitter for iPhone, 11hs,Abril,179
585,12596,"""1 de cada 4 personas en países ricos recibió la vacuna COVID, en comparación con sólo 1 de cada 500 en los países pobres"".Si hubiesen liberado las patentes, docentes estarían vacunados, mayores también y podría haber clases con todos contentos. AgriSalud2030 🍏🍎",2021-04-20,0,0,1,0,Twitter for Android, 09hs,Abril,262
2056,205006,"_nora Me emociona, mis alergias me impiden la compañía de estos hermosos seres , tbien me impiden darme la vacuna anti  Covid , por eso si al menos tuviese un michi todo sería más llevadero, dale una caricia de parte mía !",2021-04-20,0,0,0,0,Twitter for Android, 05hs,Abril,222
850,50771,"El amor y la valentía es la mejor vacuna contra el covid, no nos vacunemos, amemosnos!",2021-04-20,0,1,0,0,Twitter for Android, 03hs,Abril,86
2843,18888,Tataro inscripto para recibir la vacuna anti covid. Porque tiene más defensa que Boca y pronto tendrá más. 💪🏼💉💆🏻‍♂️,2021-04-20,0,1,10,0,Twitter for iPhone, 03hs,Abril,115
1411,32006,Anhelo muchísimo que mi abuela quiera ponerse la vacuna contra el covid 😔,2021-04-20,0,0,2,0,Twitter for Android, 02hs,Abril,73
2283,62238,"El sábado anotamos a mi vieja por las dudas para la vacuna contra el Covid, ya nos mandaron turno.💫",2021-04-20,0,0,1,0,Twitter for Android, 01hs,Abril,99
1668,2572,"vacunacioncovid 👉 A partir de mañana a las 8hs los mayores de 65 años que residan en la Ciudad de Buenos Aires pueden empradronarse para recibir la vacuna contra el coronavirus. El link, acá:",2021-04-20,4,0,3,0,Twitter for iPhone, 00hs,Abril,191
1223,1988,"Solicitamos a los Municipios mayor enfoque de seguimiento de Cluster de contagios Covid_19 😷🚫Cortar la cadena de contagios es clave en esta etapa, además de un avance positivo de la vacuna 💉❤️¡Todos unidos para vencer la pandemia!",2021-04-19,0,0,1,0,Twitter for Android, 23hs,Abril,230
365,12555,Se robaron la vacuna de mi viejo que está con covid ya. Gobierno de delincuentes!!,2021-04-19,0,0,1,0,Twitter for Android, 22hs,Abril,82
1157,24500,"Mi papá 83 años, la semana pasada se sentía mal y fue a la salita, le dijeron que no eran síntomas de covid y a los días le pusieron la vacuna (sin hacerle igual el hisopado) seguía mal y hoy fue al hospital. Resulta que si tiene covid.",2021-04-19,0,1,3,0,Twitter for Android, 22hs,Abril,236
226,6950,Cambios en los ciclos menstruales después de recibir la vacuna COVID-19Varias mujeres israelíes que recibieron la vacuna contra el coronavirus han publicado en las redes sociales en los últimos días que habían estado experimentando,2021-04-19,0,0,0,0,Twitter for Android, 21hs,Abril,231
17998,33047,"Porque la vacuna no impide el contagio, salva de la muerte y de las consecuencias más severas que provoca el COVID",2021-04-19,0,1,0,0,Twitter for iPhone, 21hs,Abril,114
732,245188,"El alfa ya vino con la vacuna del COVID de nacimiento, naguebonada",2021-04-19,0,0,0,0,Twitter for Android, 19hs,Abril,66
1162,2299,"HDP, Sorete sin escrúpulos! Mi mujer docente sin Vacuna Aún ! Obvio con COVID (Internada en un Box ) y mi hija de 16 también con COVID,  que lo contrajo en el Colegio Hdp Eterno . Asesino .",2021-04-19,0,0,0,0,Twitter for iPhone, 18hs,Abril,189
484,118366,Un Gobierno mediocre que ataca a la oposición es un gobierno soberbio y sin ideas..vote a este presidente que fue un fiasco total..seguramente me muera de covid como trabajador esencial antes de poder recibir la vacuna. Gracias.,2021-04-19,0,0,0,0,Twitter for Android, 18hs,Abril,228
347,4527,"A mí o me mata la vacuna o el covid , no me vacuno ni en pedo",2021-04-19,0,0,0,0,Twitter for Android, 15hs,Abril,61
4171,19065,Llegaron a la provincia 66 mil dosis de la vacuna AstraZeneca. Serán segundas dosis para sectores de salud y para mayores de 60 años con comorbilidades.,2021-04-19,0,0,1,1,Twitter for Android, 13hs,Abril,152
869,13443,"Qué dirá ahora el intendente que ""The Lancet"" afirmó que la presencialidad en las aulas aumenta los casos de Covid. Digo, porq la otra vez lo hizo cambiar de opinión respecto a la vacuna.",2021-04-19,0,0,0,0,Twitter for Android, 12hs,Abril,187
3262,43270,"Hoy comencé mi día recibiendo la primera dosis de Sinopharm, la vacuna COVID, excelente organización, gracias Buenos Aires!!!! covid_19 vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 vacúnate sinopharm en Ituzaingo Provincia de Buenos Aires",2021-04-19,0,0,0,0,Instagram, 11hs,Abril,207
1957,67891,"La q haya, Silvia. Mirá la huevada q preguntas!!! Cualquier efecto adverso q pueda llegar a tener una vacuna no va a ser tan grave como los efectos del covid.",2021-04-19,0,1,5,0,Twitter for Android, 00hs,Abril,158
2507,10873,"MÁS DE 5.000 MARCHIQUITENSES VACUNADOSMientras desde Juntos por el Cambio intentan angustiar más a los que ya están angustiados, en Mar Chiquita recibimos buenas noticias: más de 5mil vecinos ya recibieron la vacuna contra el COVID.¡Gracias   !",2021-04-18,1,0,4,0,Twitter for iPhone, 20hs,Abril,244
298,17348,"Es increíble ver que en cualquier Walmart de EEUU podes ""comprar"" la vacuna del covid. Y nosotros acá viendo cómo vacunaban a los hijos de puta de la Cámpora mientas otros se cagaban muriendo jajajaja que país del orto",2021-04-18,0,0,1,0,Twitter for Android, 18hs,Abril,218
4378,154289,"Porque trabaja con mucha gente mientras ella se rasca la cachucha. BastaDePauta  son ENEMIGOS. Son la metástasis de la República. Viven del Estado.Millonaria argentina se vacuna en EU y termina en ""hotel sanitario"" porteño contagiada por covid",2021-04-18,0,0,0,0,Twitter for Android, 17hs,Abril,243
4378,154289,"BastaDePauta por favor  Son GRUPOS DE TAREAS. Enemigos que viven del Estado. Son la metástasis de la República Argentina. Millonaria argentina se vacuna en Estados Unidos y termina en ""hotel sanitario"" porteño contagiada por covid",2021-04-18,0,0,0,0,Twitter for Android, 17hs,Abril,230
1209,1737,"Épica vacunatoria de SaludPública Según OurWorld in Data Gollan ""Argentina entre los 16 países que más vacuna contra el Covid-19"" y ""con vacunas de mayor efectividad que la que utilizan algunos de los que se encuentran por encima en la tabla"".unidosfrenamosalvirus",2021-04-18,11,0,9,0,Twitter for Android, 17hs,Abril,264
223,108,JORNADA DE ACCESO Y PROMOCIÓN DE DERECHOS Este martes 20 te esperamos en el Club 20 amigos (Felipe More y Uruguay) para ayudarte en los siguientes trámites:  ✓Anses ✓Boleto Educativo ✓Progresar ✓Inscripcion Vacuna Covid Obligatorio el barbijo 😷 y asistir con DNI 🙌,2021-04-18,5,0,14,2,Twitter for Android, 15hs,Abril,264
1396,53777,Por lo menos para el Covid hay vacuna y NO HAY vacuna ni suero para el kirchnerismo.,2021-04-17,0,1,0,0,Twitter for Android, 22hs,Abril,84
26,5766,Señor gobernador soy florencio varela dia 14 de abril tenia turno para vacuna covid no habia como ago pata vacunarme no me dieron nigun comprovante la.vacun esaños pata mi esposo 6iene 63,2021-04-17,0,0,0,0,Twitter for Android, 20hs,Abril,187
2118,60203,Y si nos terminamos convirtiendo todos en zombies por una falla de la vacuna contra el covid asi como paso en soy leyenda nanana trauma ahre,2021-04-17,0,0,1,0,Twitter for Android, 19hs,Abril,140
436,22795,A q vacunatorio vip hay q ir?? Son GENOCIDAS x no haber comprado vacunas en tiempo y forma!!A este g..to le dieron una vacuna q no le correspondia x su edad,2021-04-17,0,0,0,0,Twitter for Android, 18hs,Abril,156
4701,177834,Para el Covid hay vacuna.El Peronismo/Kirchnerismo es INCURABLE!!!,2021-04-17,0,0,0,0,Twitter for Android, 18hs,Abril,66
221,5183,"Estábamos sospechando que teníamos covid, nos comimos un asado y el resultado del hisopado fue negativo. Debe ser xq era carne vacuna.",2021-04-17,0,1,0,0,Twitter for Android, 17hs,Abril,134
3405,10450,"Miguel es nuestro vecino que hoy recibió la primera dosis número 4.000 de la Vacuna contra el Covid, y estamos felices! Gracias a todo el equipo del vacunatorio, al personal salud, gracias Presidente , Gobernador .Seguimos vacunado, nos seguimos cuidando.",2021-04-17,11,1,25,1,Twitter for Android, 16hs,Abril,255
28260,168303,"😷 Te mostramos imágenes del drone de ADNSUR que este sábado sobrevoló la zona del Gimnasio Municipal N° 2, donde las personas mayores de 80 años se acercaron a cumplir con su primera dosis de la vacuna contra el Covid-19.",2021-04-17,0,2,3,0,Twitter for Android, 16hs,Abril,221
937,63366,Me chupa 3 huevos la vacuna del COVID. De hecho no confío en su veracidad. Pero quiero que consigan todas las que necesitan así se acaba todo este show que ya aburrió. PODRIDA ME TIENEN,2021-04-17,0,0,1,0,Twitter for Android, 15hs,Abril,185
3337,40673,🔴ℹLa Matanza: Ya se están enviando nuevos turnos para la vacuna contra el COVID-19. Mirá 👇LaMatanza Vacuna Covid_19COVID19COVIDvacunaYoMeVacuno,2021-04-17,2,0,3,0,Twitter for Android, 14hs,Abril,143
687,10996,Si estaré relajada según Alberto que me acuesto a dormir y sueño que sigo dando turnos para vacuna covid y vacunando.,2021-04-17,0,0,6,0,Twitter for Android, 13hs,Abril,117
3336,22943,Viernes y ganó Central. La mejor vacuna contra el Covid,2021-04-16,0,0,7,0,Twitter for iPhone, 22hs,Abril,55
130,10250,"Mi hermana Débora es Instrumentadora Quirúrgica. Así relajada ingresa a quirófano. Así relajada estuvo trabajando todo 1 año s/vacuna, dejando a su hija a mi cuidado viniéndola a ver los sábados 15’ porque las cosas no estaban muy claras en relación al Covid",2021-04-16,0,1,1,0,Twitter for iPhone, 21hs,Abril,258
2269,2086,"📢 ESTIMADOS VECINOS 👇🏼Para acceder a la vacuna contra elCovid_19 tenés que estar registrado y obtener un turno.Es por ello que iniciamos una campaña de acción sanitaria y necesitamos de tu solidaridad 🙌🏼. ✅ Con tu ayuda vamos a poder registrar a todos los vecinos,",2021-04-16,1,1,1,0,Twitter for Android, 20hs,Abril,264
34554,26822,"“En ‘lugares’ que cerraron ‘se vacuna’,  a la gente y ‘no se insulta a los médicos’”. ¿Y yo hablo sin saber? Entre a la página q informa sobre Covid, cantidad de contagiados, vacunados y medidas por país, actualizado al minuto, Maglione. ¿Un periodista me hace callar? 😱",2021-04-16,0,0,15,0,Twitter for iPhone, 19hs,Abril,270
1850,22703,"Anibal también recibió hoy la primera dosis de la vacuna contra el covid-19 gracias al personal de salud del Samco Andino por la buena atención!❤💉 en Andino, Santa Fe, Argentina",2021-04-16,0,0,5,0,Instagram, 19hs,Abril,177
755,14048,76 En otoño antes o después de esto...,2021-04-16,0,0,0,0,Twitter for Android, 19hs,Abril,38
1650,168255,"No solo no hay vacuna contra el covid la vacuna contra neumonia , la segunda dosis la 23 en falta en todas las farmacias y droguerias. Y ojo que sale 6 luquitas No la dejan entrar",2021-04-16,0,0,0,0,Twitter for Android, 10hs,Abril,179
303,34922,"El otro que dice que la vacuna no funciona, ROBERT la vacuna es para que no termines internado, usando una cama ,un respirador PARA ESO ES LA VACUNA para no morirte... Te agarra covid y te quedas tranqu en tu casa. Que gente pelotud por dioooos 🤦🏽‍♀️",2021-04-16,0,0,0,0,Twitter for Android, 06hs,Abril,250
147,7459,_socci_ _Nimri Amiga esto curaria el COVID!!! seria quedar inmunizadas  de por vida!!  Una vacuna de música curativa!!!!,2021-04-16,0,0,1,0,Twitter for Android, 04hs,Abril,120
303,5465,"No hay en Fase 3 una vacuna argentina?No debió ser esa también una de las prioridades ya que tuvimos la ventaja de ver venir la pandemia seis meses antes?Si la ciencia es prioridad en serio y no relato, porqué no hay una vacuna nacional en desarrollo?Vacunas Covid_19",2021-04-16,0,0,2,0,Twitter for Android, 03hs,Abril,267
176,1253,Una genia mi cuñada Silvana por Whatsapp me exprico cómo me tengo  que anotar para darme la vacuna de covid,2021-04-16,0,0,0,0,Twitter for Android, 01hs,Abril,107
2896,84007,Raro que luego de esos maravillosos papers sobre El Rey León y la cumbia villera el CONICET no haya sacado una vacuna contra el Covid.,2021-04-16,0,0,2,0,Twitter for iPhone, 00hs,Abril,134
305,12422,"Juanita ya tiene la segunda dosis vacuna covid sputnikv guaymallén mendoza argentina en Mendoza, Argentina",2021-04-15,0,0,0,0,Instagram, 22hs,Abril,106
1069,21212,La gente no entiende q por mas q t pongas la vacuna te puede agarrar covid pero más leve? Tanto cuesta? Dejen de meter miedo! O nunca se vacunaron de otra cosa?,2021-04-15,1,2,8,0,Twitter for Android, 21hs,Abril,160
126,16763,"El pais esta enfrentando 2 virus peligrosisimos ,1 es el Covid para el que se invento la vacuna y el otro es la imbecilidad de mucha gente que le importa nada el otro, para este y al momento no hay cura,  lo único por hacer es no permitir que sean mayoria y pongan un gobierno",2021-04-15,0,0,0,0,Twitter for Android, 20hs,Abril,276
478,13268,Bien ahí que le dieron la primera vacuna a mi vieja  covid no te tenemos miedo 💪,2021-04-15,0,0,2,0,Twitter for Android, 18hs,Abril,80
1271,58178,"Claro, 450 mil vacunas alcanza para el personal docente, sumale la 2da dosis. Y dale con que si te pones la vacuna ya no podes contagiarte nunca más de covid. Todo bien Pampita pero muy ignorante 🤦🏻‍♂️ y encima te das el lujo de hacer jodas con 50 personas aprox.",2021-04-15,0,0,0,0,Twitter for Android, 16hs,Abril,263
